symbol,name,yahoo_symbol
IOC,Indian Oil Corporation Limited,IOC.NS
IOLCP,IOL Chemicals and Pharmaceuticals Limited,IOLCP.NS
IONEXCHANG,ION Exchange (India) Limited,IONEXCHANG.NS
IPCALAB,IPCA Laboratories Limited,IPCALAB.NS
IPL,India Pesticides Limited,IPL.NS
IRB,IRB Infrastructure Developers Limited,IRB.NS
IRCON,Ircon International Limited,IRCON.NS
IRCTC,Indian Railway Catering And Tourism Corporation Limited,IRCTC.NS
IREDA,Indian Renewable Energy Development Agency Limited,IREDA.NS
IRFC,Indian Railway Finance Corporation Limited,IRFC.NS
IRIS,Iris Business Services Limited,IRIS.NS
IRISDOREME,Iris Clothings Limited,IRISDOREME.NS
IRMENERGY,IRM Energy Limited,IRMENERGY.NS
ISFT,Intrasoft Technologies Limited,ISFT.NS
ISGEC,Isgec Heavy Engineering Limited,ISGEC.NS
ISHANCH,Ishan Dyes and Chemicals Limited,ISHANCH.NS
ITC,ITC Limited,ITC.NS
ITCHOTELS,ITC Hotels Limited,ITCHOTELS.NS
ITDC,India Tourism Development Corporation Limited,ITDC.NS
ITI,ITI Limited,ITI.NS
IVALUE,Ivalue Infosolutions Limited,IVALUE.NS
IVC,IL&FS Investment Managers Limited,IVC.NS
IVP,IVP Limited,IVP.NS
IXIGO,Le Travenues Technology Limited,IXIGO.NS
IZMO,IZMO Limited,IZMO.NS
J&KBANK,The Jammu & Kashmir Bank Limited,J&KBANK.NS
JAGRAN,Jagran Prakashan Limited,JAGRAN.NS
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,JAGSNPHARM.NS
JAIBALAJI,Jai Balaji Industries Limited,JAIBALAJI.NS
JAICORPLTD,Jai Corp Limited,JAICORPLTD.NS
JAINREC,Jain Resource Recycling Limited,JAINREC.NS
JAIPURKURT,Nandani Creation Limited,JAIPURKURT.NS
JAMNAAUTO,Jamna Auto Industries Limited,JAMNAAUTO.NS
JARO,Jaro Institute of Technology Management and Research Limited,JARO.NS
JASH,Jash Engineering Limited,JASH.NS
JAYAGROGN,Jayant Agro Organics Limited,JAYAGROGN.NS
JAYBARMARU,Jay Bharat Maruti Limited,JAYBARMARU.NS
JAYNECOIND,Jayaswal Neco Industries Limited,JAYNECOIND.NS
JAYSREETEA,Jayshree Tea & Industries Limited,JAYSREETEA.NS
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,JBCHEPHARM.NS
JBMA,JBM Auto Limited,JBMA.NS
JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,JCHAC.NS
JETFREIGHT,Jet Freight Logistics Limited,JETFREIGHT.NS
JGCHEM,J.G.Chemicals Limited,JGCHEM.NS
JHS,JHS Svendgaard Laboratories Limited,JHS.NS
JINDALPHOT,Jindal Photo Limited,JINDALPHOT.NS
JINDALPOLY,Jindal Poly Films Limited,JINDALPOLY.NS
JINDALSAW,Jindal Saw Limited,JINDALSAW.NS
JINDALSTEL,JINDAL STEEL LIMITED,JINDALSTEL.NS
JINDRILL,Jindal Drilling And Industries Limited,JINDRILL.NS
JINDWORLD,Jindal Worldwide Limited,JINDWORLD.NS
JIOFIN,Jio Financial Services Limited,JIOFIN.NS
JISLDVREQS,Jain Irrigation Systems Limited,JISLDVREQS.NS
JISLJALEQS,Jain Irrigation Systems Limited,JISLJALEQS.NS
JITFINFRA,JITF Infralogistics Limited,JITFINFRA.NS
JKCEMENT,JK Cement Limited,JKCEMENT.NS
JKIL,J.Kumar Infraprojects Limited,JKIL.NS
JKIPL,Jinkushal Industries Limited,JKIPL.NS
JKLAKSHMI,JK Lakshmi Cement Limited,JKLAKSHMI.NS
JKPAPER,JK Paper Limited,JKPAPER.NS
JKTYRE,JK Tyre & Industries Limited,JKTYRE.NS
JLHL,Jupiter Life Line Hospitals Limited,JLHL.NS
JMA,Jullundur Motor Agency (Delhi) Limited,JMA.NS
JMFINANCIL,JM Financial Limited,JMFINANCIL.NS
JNKINDIA,JNK India Limited,JNKINDIA.NS
JOCIL,Jocil Limited,JOCIL.NS
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,JPOLYINVST.NS
JPPOWER,Jaiprakash Power Ventures Limited,JPPOWER.NS
JSFB,Jana Small Finance Bank Limited,JSFB.NS
JSL,Jindal Stainless Limited,JSL.NS
JSLL,Jeena Sikho Lifecare Limited,JSLL.NS
JSWCEMENT,JSW Cement Limited,JSWCEMENT.NS
JSWENERGY,JSW Energy Limited,JSWENERGY.NS
JSWHL,JSW Holdings Limited,JSWHL.NS
JSWINFRA,JSW Infrastructure Limited,JSWINFRA.NS
JSWSTEEL,JSW Steel Limited,JSWSTEEL.NS
JTEKTINDIA,Jtekt India Limited,JTEKTINDIA.NS
JTLIND,JTL INDUSTRIES LIMITED,JTLIND.NS
JUBLCPL,Jubilant Agri and Consumer Products Limited,JUBLCPL.NS
JUBLFOOD,Jubilant Foodworks Limited,JUBLFOOD.NS
JUBLINGREA,Jubilant Ingrevia Limited,JUBLINGREA.NS
JUBLPHARMA,Jubilant Pharmova Limited,JUBLPHARMA.NS
JUNIPER,Juniper Hotels Limited,JUNIPER.NS
JUSTDIAL,Just Dial Limited,JUSTDIAL.NS
JWL,Jupiter Wagons Limited,JWL.NS
JYOTHYLAB,Jyothy Labs Limited,JYOTHYLAB.NS
JYOTICNC,Jyoti CNC Automation Limited,JYOTICNC.NS
JYOTISTRUC,Jyoti Structures Limited,JYOTISTRUC.NS
KABRAEXTRU,Kabra Extrusion Technik Limited,KABRAEXTRU.NS
KAJARIACER,Kajaria Ceramics Limited,KAJARIACER.NS
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,KAKATCEM.NS
KALAMANDIR,Sai Silks (Kalamandir) Limited,KALAMANDIR.NS
KALPATARU,Kalpataru Limited,KALPATARU.NS
KALYANI,Kalyani Commercials Limited,KALYANI.NS
KALYANIFRG,Kalyani Forge Limited,KALYANIFRG.NS
KALYANKJIL,Kalyan Jewellers India Limited,KALYANKJIL.NS
KAMATHOTEL,Kamat Hotels (I) Limited,KAMATHOTEL.NS
KAMDHENU,Kamdhenu Limited,KAMDHENU.NS
KAMOPAINTS,Kamdhenu Ventures Limited,KAMOPAINTS.NS
KANANIIND,Kanani Industries Limited,KANANIIND.NS
KANORICHEM,Kanoria Chemicals & Industries Limited,KANORICHEM.NS
KANPRPLA,Kanpur Plastipack Limited,KANPRPLA.NS
KANSAINER,Kansai Nerolac Paints Limited,KANSAINER.NS
KAPSTON,Kapston Services Limited,KAPSTON.NS
KARMAENG,Karma Energy Limited,KARMAENG.NS
KARURVYSYA,Karur Vysya Bank Limited,KARURVYSYA.NS
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,KAUSHALYA.NS
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,KAVDEFENCE.NS
KAYA,Kaya Limited,KAYA.NS
KAYNES,Kaynes Technology India Limited,KAYNES.NS
KCP,KCP Limited,KCP.NS
KCPSUGIND,KCP Sugar and Industries Corporation Limited,KCPSUGIND.NS
KDDL,KDDL Limited,KDDL.NS
KEC,KEC International Limited,KEC.NS
KECL,Kirloskar Electric Company Limited,KECL.NS
KEEPLEARN,DSJ Keep Learning Limited,KEEPLEARN.NS
KEI,KEI Industries Limited,KEI.NS
KELLTONTEC,Kellton Tech Solutions Limited,KELLTONTEC.NS
KERNEX,Kernex Microsystems (India) Limited,KERNEX.NS
KESORAMIND,Kesoram Industries Limited,KESORAMIND.NS
KEYFINSERV,Keynote Financial Services Limited,KEYFINSERV.NS
KFINTECH,Kfin Technologies Limited,KFINTECH.NS
KHADIM,Khadim India Limited,KHADIM.NS
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,KHAICHEM.NS
KHAITANLTD,Khaitan (India) Limited,KHAITANLTD.NS
KHANDSE,Khandwala Securities Limited,KHANDSE.NS
KICL,Kalyani Investment Company Limited,KICL.NS
KILITCH,Kilitch Drugs (India) Limited,KILITCH.NS
KIMS,Krishna Institute of Medical Sciences Limited,KIMS.NS
KINGFA,Kingfa Science & Technology (India) Limited,KINGFA.NS
KIOCL,KIOCL Limited,KIOCL.NS
KIRIINDUS,Kiri Industries Limited,KIRIINDUS.NS
KIRLOSBROS,Kirloskar Brothers Limited,KIRLOSBROS.NS
KIRLOSENG,Kirloskar Oil Engines Limited,KIRLOSENG.NS
KIRLOSIND,Kirloskar Industries Limited,KIRLOSIND.NS
KIRLPNU,Kirloskar Pneumatic Company Limited,KIRLPNU.NS
KITEX,Kitex Garments Limited,KITEX.NS
KKCL,Kewal Kiran Clothing Limited,KKCL.NS
KMEW,Knowledge Marine & Engineering Works Limited,KMEW.NS
KMSUGAR,K.M.Sugar Mills Limited,KMSUGAR.NS
KNRCON,KNR Constructions Limited,KNRCON.NS
KOHINOOR,Kohinoor Foods Limited,KOHINOOR.NS
KOKUYOCMLN,Kokuyo Camlin Limited,KOKUYOCMLN.NS
KOLTEPATIL,Kolte - Patil Developers Limited,KOLTEPATIL.NS
KOPRAN,Kopran Limited,KOPRAN.NS
KOTAKBANK,Kotak Mahindra Bank Limited,KOTAKBANK.NS
KOTARISUG,Kothari Sugars And Chemicals Limited,KOTARISUG.NS
KOTHARIPET,Kothari Petrochemicals Limited,KOTHARIPET.NS
KOTHARIPRO,Kothari Products Limited,KOTHARIPRO.NS
KPEL,K.P. Energy Limited,KPEL.NS
KPIGREEN,KPI Green Energy Limited,KPIGREEN.NS
KPIL,Kalpataru Projects International Limited,KPIL.NS
KPITTECH,KPIT Technologies Limited,KPITTECH.NS
KPRMILL,K.P.R. Mill Limited,KPRMILL.NS
KRBL,KRBL Limited,KRBL.NS
KREBSBIO,Krebs Biochemicals and Industries Limited,KREBSBIO.NS
KRIDHANINF,Kridhan Infra Limited,KRIDHANINF.NS
KRISHANA,Krishana Phoschem Limited,KRISHANA.NS
KRISHIVAL,Krishival Foods Limited,KRISHIVAL.NS
KRITI,Kriti Industries (India) Limited,KRITI.NS
KRITIKA,Kritika Wires Limited,KRITIKA.NS
KRITINUT,Kriti Nutrients Limited,KRITINUT.NS
KRN,KRN Heat Exchanger and Refrigeration Limited,KRN.NS
KRONOX,Kronox Lab Sciences Limited,KRONOX.NS
KROSS,Kross Limited,KROSS.NS
KRSNAA,Krsnaa Diagnostics Limited,KRSNAA.NS
KRYSTAL,Krystal Integrated Services Limited,KRYSTAL.NS
KSB,Ksb Limited,KSB.NS
KSCL,Kaveri Seed Company Limited,KSCL.NS
KSHITIJPOL,Kshitij Polyline Limited,KSHITIJPOL.NS
KSL,Kalyani Steels Limited,KSL.NS
KSOLVES,Ksolves India Limited,KSOLVES.NS
KTKBANK,The Karnataka Bank Limited,KTKBANK.NS
KUANTUM,Kuantum Papers Limited,KUANTUM.NS
LAGNAM,Lagnam Spintex Limited,LAGNAM.NS
LAKPRE,Lakshmi Precision Screws Limited,LAKPRE.NS
LAL,Lorenzini Apparels Limited,LAL.NS
LALPATHLAB,Dr. Lal Path Labs Ltd.,LALPATHLAB.NS
LAMBODHARA,Lambodhara Textiles Limited,LAMBODHARA.NS
LANCORHOL,Lancor Holdings Limited,LANCORHOL.NS
LANDMARK,Landmark Cars Limited,LANDMARK.NS
LAOPALA,La Opala RG Limited,LAOPALA.NS
LASA,Lasa Supergenerics Limited,LASA.NS
LATENTVIEW,Latent View Analytics Limited,LATENTVIEW.NS
LATTEYS,Latteys Industries Limited,LATTEYS.NS
LAURUSLABS,Laurus Labs Limited,LAURUSLABS.NS
LAXMICOT,Laxmi Cotspin Limited,LAXMICOT.NS
LAXMIDENTL,Laxmi Dental Limited,LAXMIDENTL.NS
LAXMIINDIA,Laxmi India Finance Limited,LAXMIINDIA.NS
LCCINFOTEC,LCC Infotech Limited,LCCINFOTEC.NS
LEMONTREE,Lemon Tree Hotels Limited,LEMONTREE.NS
LENSKART,Lenskart Solutions Limited,LENSKART.NS
LEXUS,Lexus Granito (India) Limited,LEXUS.NS
LFIC,Lakshmi Finance & Industrial Corporation Limited,LFIC.NS
LGBBROSLTD,LG Balakrishnan & Bros Limited,LGBBROSLTD.NS
LGEINDIA,LG Electronics India Limited,LGEINDIA.NS
LGHL,Laxmi Goldorna House Limited,LGHL.NS
LIBAS,Libas Consumer Products Limited,LIBAS.NS
LIBERTSHOE,Liberty Shoes Limited,LIBERTSHOE.NS
LICHSGFIN,LIC Housing Finance Limited,LICHSGFIN.NS
LICI,Life Insurance Corporation Of India,LICI.NS
LIKHITHA,Likhitha Infrastructure Limited,LIKHITHA.NS
LINC,Linc Limited,LINC.NS
LINCOLN,Lincoln Pharmaceuticals Limited,LINCOLN.NS
LINDEINDIA,Linde India Limited,LINDEINDIA.NS
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,LLOYDSENGG.NS
LLOYDSENT,Lloyds Enterprises Limited,LLOYDSENT.NS
LLOYDSME,Lloyds Metals And Energy Limited,LLOYDSME.NS
LMW,LMW Limited,LMW.NS
LODHA,Lodha Developers Limited,LODHA.NS
LOKESHMACH,Lokesh Machines Limited,LOKESHMACH.NS
LORDSCHLO,Lords Chloro Alkali Limited,LORDSCHLO.NS
LOTUSDEV,Sri Lotus Developers and Realty Limited,LOTUSDEV.NS
LOTUSEYE,Lotus Eye Hospital and Institute Limited,LOTUSEYE.NS
LOVABLE,Lovable Lingerie Limited,LOVABLE.NS
LOYALTEX,Loyal Textile Mills Limited,LOYALTEX.NS
LPDC,Landmark Property Development Company Limited,LPDC.NS
LT,Larsen & Toubro Limited,LT.NS
LTF,L&T Finance Limited,LTF.NS
LTFOODS,LT Foods Limited,LTFOODS.NS
LTIM,LTIMindtree Limited,LTIM.NS
LTTS,L&T Technology Services Limited,LTTS.NS
LUMAXIND,Lumax Industries Limited,LUMAXIND.NS
LUMAXTECH,Lumax Auto Technologies Limited,LUMAXTECH.NS
LUPIN,Lupin Limited,LUPIN.NS
LUXIND,Lux Industries Limited,LUXIND.NS
LXCHEM,Laxmi Organic Industries Limited,LXCHEM.NS
LYKALABS,Lyka Labs Limited,LYKALABS.NS
LYPSAGEMS,Lypsa Gems & Jewellery Limited,LYPSAGEMS.NS
M&M,Mahindra & Mahindra Limited,M&M.NS
M&MFIN,Mahindra & Mahindra Financial Services Limited,M&MFIN.NS
MAANALU,Maan Aluminium Limited,MAANALU.NS
MACPOWER,Macpower CNC Machines Limited,MACPOWER.NS
MADHAV,Madhav Marbles and Granites Limited,MADHAV.NS
MADHUCON,Madhucon Projects Limited,MADHUCON.NS
MADRASFERT,Madras Fertilizers Limited,MADRASFERT.NS
MAGADSUGAR,Magadh Sugar & Energy Limited,MAGADSUGAR.NS
MAGNUM,Magnum Ventures Limited,MAGNUM.NS
MAHABANK,Bank of Maharashtra,MAHABANK.NS
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,MAHAPEXLTD.NS
MAHASTEEL,Mahamaya Steel Industries Limited,MAHASTEEL.NS
MAHEPC,Mahindra EPC Irrigation Limited,MAHEPC.NS
MAHESHWARI,Maheshwari Logistics Limited,MAHESHWARI.NS
MAHLIFE,Mahindra Lifespace Developers Limited,MAHLIFE.NS
MAHLOG,Mahindra Logistics Limited,MAHLOG.NS
MAHSCOOTER,Maharashtra Scooters Limited,MAHSCOOTER.NS
MAHSEAMLES,Maharashtra Seamless Limited,MAHSEAMLES.NS
MAITHANALL,Maithan Alloys Limited,MAITHANALL.NS
MALLCOM,Mallcom (India) Limited,MALLCOM.NS
MALUPAPER,Malu Paper Mills Limited,MALUPAPER.NS
MAMATA,Mamata Machinery Limited,MAMATA.NS
MANAKALUCO,Manaksia Aluminium Company Limited,MANAKALUCO.NS
MANAKCOAT,Manaksia Coated Metals & Industries Limited,MANAKCOAT.NS
MANAKSIA,Manaksia Limited,MANAKSIA.NS
MANAKSTEEL,Manaksia Steels Limited,MANAKSTEEL.NS
MANALIPETC,Manali Petrochemicals Limited,MANALIPETC.NS
MANAPPURAM,Manappuram Finance Limited,MANAPPURAM.NS
MANBA,Manba Finance Limited,MANBA.NS
MANCREDIT,Mangal Credit and Fincorp Limited,MANCREDIT.NS
MANGALAM,Mangalam Drugs And Organics Limited,MANGALAM.NS
MANGLMCEM,Mangalam Cement Limited,MANGLMCEM.NS
MANINDS,Man Industries (India) Limited,MANINDS.NS
MANINFRA,Man Infraconstruction Limited,MANINFRA.NS
MANKIND,Mankind Pharma Limited,MANKIND.NS
MANOMAY,Manomay Tex India Limited,MANOMAY.NS
MANORAMA,Manorama Industries Limited,MANORAMA.NS
MANORG,Mangalam Organics Limited,MANORG.NS
MANUGRAPH,Manugraph India Limited,MANUGRAPH.NS
MANYAVAR,Vedant Fashions Limited,MANYAVAR.NS
MAPMYINDIA,C.E. Info Systems Limited,MAPMYINDIA.NS
MARALOVER,Maral Overseas Limited,MARALOVER.NS
MARATHON,Marathon Nextgen Realty Limited,MARATHON.NS
MARICO,Marico Limited,MARICO.NS
MARINE,Marine Electricals (India) Limited,MARINE.NS
MARKOLINES,Markolines Pavement Technologies Limited,MARKOLINES.NS
MARKSANS,Marksans Pharma Limited,MARKSANS.NS
MARUTI,Maruti Suzuki India Limited,MARUTI.NS
MASFIN,MAS Financial Services Limited,MASFIN.NS
MASKINVEST,Mask Investments Limited,MASKINVEST.NS
MASTEK,Mastek Limited,MASTEK.NS
MASTERTR,Master Trust Limited,MASTERTR.NS
MATRIMONY,Matrimony.Com Limited,MATRIMONY.NS
MAWANASUG,Mawana Sugars Limited,MAWANASUG.NS
MAXESTATES,Max Estates Limited,MAXESTATES.NS
MAXHEALTH,Max Healthcare Institute Limited,MAXHEALTH.NS
MAXIND,Max India Limited,MAXIND.NS
MAYURUNIQ,Mayur Uniquoters Ltd,MAYURUNIQ.NS
MAZDA,Mazda Limited,MAZDA.NS
MAZDOCK,Mazagon Dock Shipbuilders Limited,MAZDOCK.NS
MBAPL,Madhya Bharat Agro Products Limited,MBAPL.NS
MBEL,M & B Engineering Limited,MBEL.NS
MBLINFRA,MBL Infrastructure Limited,MBLINFRA.NS
MCL,Madhav Copper Limited,MCL.NS
MCLEODRUSS,Mcleod Russel India Limited,MCLEODRUSS.NS
MCLOUD,Magellanic Cloud Limited,MCLOUD.NS
MCX,Multi Commodity Exchange of India Limited,MCX.NS
MEDANTA,Global Health Limited,MEDANTA.NS
MEDIASSIST,Medi Assist Healthcare Services Limited,MEDIASSIST.NS
MEDICAMEQ,Medicamen Biotech Limited,MEDICAMEQ.NS
MEDICO,Medico Remedies Limited,MEDICO.NS
MEDPLUS,Medplus Health Services Limited,MEDPLUS.NS
MEGASOFT,Megasoft Limited,MEGASOFT.NS
MEGASTAR,Megastar Foods Limited,MEGASTAR.NS
MEIL,Mangal Electrical Industries Limited,MEIL.NS
MENONBE,Menon Bearings Limited,MENONBE.NS
MEP,MEP Infrastructure Developers Limited,MEP.NS
METROBRAND,Metro Brands Limited,METROBRAND.NS
METROPOLIS,Metropolis Healthcare Limited,METROPOLIS.NS
MFML,Mahalaxmi Fabric Mills Limited,MFML.NS
MFSL,Max Financial Services Limited,MFSL.NS
MGEL,Mangalam Global Enterprise Limited,MGEL.NS
MGL,Mahanagar Gas Limited,MGL.NS
MHLXMIRU,Mahalaxmi Rubtech Limited,MHLXMIRU.NS
MHRIL,Mahindra Holidays & Resorts India Limited,MHRIL.NS
MICEL,MIC Electronics Limited,MICEL.NS
MIDHANI,Mishra Dhatu Nigam Limited,MIDHANI.NS
MIDWESTLTD,Midwest Limited,MIDWESTLTD.NS
MINDACORP,Minda Corporation Limited,MINDACORP.NS
MINDTECK,Mindteck (India) Limited,MINDTECK.NS
MIRCELECTR,MIRC Electronics Limited,MIRCELECTR.NS
MIRZAINT,Mirza International Limited,MIRZAINT.NS
MITCON,MITCON Consultancy & Engineering Services Limited,MITCON.NS
MITTAL,Mittal Life Style Limited,MITTAL.NS
MKPL,M K Proteins Limited,MKPL.NS
MMFL,MM Forgings Limited,MMFL.NS
MMP,MMP Industries Limited,MMP.NS
MMTC,MMTC Limited,MMTC.NS
MOBIKWIK,One Mobikwik Systems Limited,MOBIKWIK.NS
MODIRUBBER,Modi Rubber Limited,MODIRUBBER.NS
MODIS,Modis Navnirman Limited,MODIS.NS
MODISONLTD,MODISON LIMITED,MODISONLTD.NS
MODTHREAD,Modern Threads (India) Limited,MODTHREAD.NS
MOHITIND,Mohit Industries Limited,MOHITIND.NS
MOIL,MOIL Limited,MOIL.NS
MOKSH,Moksh Ornaments Limited,MOKSH.NS
MOL,Meghmani Organics Limited,MOL.NS
MOLDTECH,Mold-Tek Technologies Limited,MOLDTECH.NS
MOLDTKPAC,Mold-Tek Packaging Limited,MOLDTKPAC.NS
MONARCH,Monarch Networth Capital Limited,MONARCH.NS
MONEYBOXX,Moneyboxx Finance Limited,MONEYBOXX.NS
MONTECARLO,Monte Carlo Fashions Limited,MONTECARLO.NS
MORARJEE,Morarjee Textiles Limited,MORARJEE.NS
MOREPENLAB,Morepen Laboratories Limited,MOREPENLAB.NS
MOSCHIP,Moschip Technologies Limited,MOSCHIP.NS
MOTHERSON,Samvardhana Motherson International Limited,MOTHERSON.NS
MOTILALOFS,Motilal Oswal Financial Services Limited,MOTILALOFS.NS
MOTISONS,Motisons Jewellers Limited,MOTISONS.NS
MOTOGENFIN,The Motor & General Finance Limited,MOTOGENFIN.NS
MPHASIS,MphasiS Limited,MPHASIS.NS
MPSLTD,MPS Limited,MPSLTD.NS
MRF,MRF Limited,MRF.NS
MRPL,Mangalore Refinery and Petrochemicals Limited,MRPL.NS
MSPL,MSP Steel & Power Limited,MSPL.NS
MSTCLTD,Mstc Limited,MSTCLTD.NS
MSUMI,Motherson Sumi Wiring India Limited,MSUMI.NS
MTARTECH,Mtar Technologies Limited,MTARTECH.NS
MTEDUCARE,MT Educare Limited,MTEDUCARE.NS
MTNL,Mahanagar Telephone Nigam Limited,MTNL.NS
MUFIN,Mufin Green Finance Limited,MUFIN.NS
MUFTI,Credo Brands Marketing Limited,MUFTI.NS
MUKANDLTD,Mukand Limited,MUKANDLTD.NS
MUKKA,Mukka Proteins Limited,MUKKA.NS
MUKTAARTS,Mukta Arts Limited,MUKTAARTS.NS
MUNJALAU,Munjal Auto Industries Limited,MUNJALAU.NS
MUNJALSHOW,Munjal Showa Limited,MUNJALSHOW.NS
MURUDCERA,Murudeshwar Ceramics Limited,MURUDCERA.NS
MUTHOOTCAP,Muthoot Capital Services Limited,MUTHOOTCAP.NS
MUTHOOTFIN,Muthoot Finance Limited,MUTHOOTFIN.NS
MUTHOOTMF,Muthoot Microfin Limited,MUTHOOTMF.NS
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,MVGJL.NS
MWL,Mangalam Worldwide Limited,MWL.NS
NACLIND,NACL Industries Limited,NACLIND.NS
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,NAGAFERT.NS
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,NAGREEKCAP.NS
NAGREEKEXP,Nagreeka Exports Limited,NAGREEKEXP.NS
NAHARCAP,Nahar Capital and Financial Services Limited,NAHARCAP.NS
NAHARINDUS,Nahar Industrial Enterprises Limited,NAHARINDUS.NS
NAHARPOLY,Nahar Poly Films Limited,NAHARPOLY.NS
NAHARSPING,Nahar Spinning Mills Limited,NAHARSPING.NS
NAM-INDIA,Nippon Life India Asset Management Limited,NAM-INDIA.NS
NARMADA,Narmada Agrobase Limited,NARMADA.NS
NATCAPSUQ,Natural Capsules Limited,NATCAPSUQ.NS
NATCOPHARM,Natco Pharma Limited,NATCOPHARM.NS
NATHBIOGEN,Nath Bio-Genes (India) Limited,NATHBIOGEN.NS
NATIONALUM,National Aluminium Company Limited,NATIONALUM.NS
NAUKRI,Info Edge (India) Limited,NAUKRI.NS
NAVA,NAVA LIMITED,NAVA.NS
NAVINFLUOR,Navin Fluorine International Limited,NAVINFLUOR.NS
NAVKARCORP,Navkar Corporation Limited,NAVKARCORP.NS
NAVKARURB,Navkar Urbanstructure Limited,NAVKARURB.NS
NAVNETEDUL,Navneet Education Limited,NAVNETEDUL.NS
NAZARA,Nazara Technologies Limited,NAZARA.NS
NBCC,NBCC (India) Limited,NBCC.NS
NBIFIN,N. B. I. Industrial Finance Company Limited,NBIFIN.NS
NCC,NCC Limited,NCC.NS
NCLIND,NCL Industries Limited,NCLIND.NS
NDGL,Naga Dhunseri Group Limited,NDGL.NS
NDL,Nandan Denim Limited,NDL.NS
NDLVENTURE,NDL Ventures Limited,NDLVENTURE.NS
NDRAUTO,Ndr Auto Components Limited,NDRAUTO.NS
NDTV,New Delhi Television Limited,NDTV.NS
NECCLTD,North Eastern Carrying Corporation Limited,NECCLTD.NS
NECLIFE,Nectar Lifesciences Limited,NECLIFE.NS
NELCAST,Nelcast Limited,NELCAST.NS
NELCO,NELCO Limited,NELCO.NS
NEOGEN,Neogen Chemicals Limited,NEOGEN.NS
NESCO,Nesco Limited,NESCO.NS
NESTLEIND,Nestle India Limited,NESTLEIND.NS
NETWEB,Netweb Technologies India Limited,NETWEB.NS
NETWORK18,Network18 Media & Investments Limited,NETWORK18.NS
NEULANDLAB,Neuland Laboratories Limited,NEULANDLAB.NS
NEWGEN,Newgen Software Technologies Limited,NEWGEN.NS
NEXTMEDIA,Next Mediaworks Limited,NEXTMEDIA.NS
NFL,National Fertilizers Limited,NFL.NS
NGIL,Nakoda Group of Industries Limited,NGIL.NS
NGLFINE,NGL Fine-Chem Limited,NGLFINE.NS
NH,Narayana Hrudayalaya Ltd.,NH.NS
NHPC,NHPC Limited,NHPC.NS
NIACL,The New India Assurance Company Limited,NIACL.NS
NIBE,NIBE Limited,NIBE.NS
NIBL,NRB Industrial Bearings Limited,NIBL.NS
NIITLTD,NIIT Limited,NIITLTD.NS
NIITMTS,NIIT Learning Systems Limited,NIITMTS.NS
NILAINFRA,Nila Infrastructures Limited,NILAINFRA.NS
NILASPACES,Nila Spaces Limited,NILASPACES.NS
NILKAMAL,Nilkamal Limited,NILKAMAL.NS
NINSYS,NINtec Systems Limited,NINSYS.NS
NIPPOBATRY,Indo-National Limited,NIPPOBATRY.NS
NIRAJ,Niraj Cement Structurals Limited,NIRAJ.NS
NIRAJISPAT,Niraj Ispat Industries Limited,NIRAJISPAT.NS
NITCO,Nitco Limited,NITCO.NS
NITINSPIN,Nitin Spinners Limited,NITINSPIN.NS
NITIRAJ,Nitiraj Engineers Limited,NITIRAJ.NS
NIVABUPA,Niva Bupa Health Insurance Company Limited,NIVABUPA.NS
NKIND,NK Industries Limited,NKIND.NS
NLCINDIA,NLC India Limited,NLCINDIA.NS
NMDC,NMDC Limited,NMDC.NS
NOCIL,NOCIL Limited,NOCIL.NS
NOIDATOLL,Noida Toll Bridge Company Limited,NOIDATOLL.NS
NORBTEAEXP,Norben Tea & Exports Limited,NORBTEAEXP.NS
NORTHARC,Northern Arc Capital Limited,NORTHARC.NS
NOVAAGRI,Nova Agritech Limited,NOVAAGRI.NS
NPST,Network People Services Technologies Limited,NPST.NS
NRAIL,N R Agarwal Industries Limited,NRAIL.NS
NRBBEARING,NRB Bearing Limited,NRBBEARING.NS
NRL,Nupur Recyclers Limited,NRL.NS
NSIL,Nalwa Sons Investments Limited,NSIL.NS
NSLNISP,NMDC Steel Limited,NSLNISP.NS
NTPC,NTPC Limited,NTPC.NS
NTPCGREEN,NTPC Green Energy Limited,NTPCGREEN.NS
NUCLEUS,Nucleus Software Exports Limited,NUCLEUS.NS
NURECA,Nureca Limited,NURECA.NS
NUVAMA,Nuvama Wealth Management Limited,NUVAMA.NS
NUVOCO,Nuvoco Vistas Corporation Limited,NUVOCO.NS
NYKAA,FSN E-Commerce Ventures Limited,NYKAA.NS
OAL,Oriental Aromatics Limited,OAL.NS
OBCL,Orissa Bengal Carrier Limited,OBCL.NS
OBEROIRLTY,Oberoi Realty Limited,OBEROIRLTY.NS
